platform,content_type,industry,posting_hour,caption_length,cta,influencer,reach,engagement
Instagram,Reel,Fashion,7,98,1,0,38900,5.61
Facebook,Image,Food,9,130,0,0,20229,2.01
LinkedIn,Post,Entertainment,12,126,1,1,29021,5.63
YouTube,Video,FinTech,11,208,1,1,38595,6.94
LinkedIn,Post,Tech,23,145,1,0,33220,3.56
Facebook,Video,FinTech,15,95,0,1,35916,4.87
Facebook,Video,Fashion,8,121,0,0,32141,4.56
Twitter,Tweet,Beauty,11,193,0,0,21791,2.38
Facebook,Post,Sports,12,223,1,1,41893,5.89
Facebook,Video,RealEstate,18,157,0,1,38491,6.36
Instagram,Image,Food,19,105,1,0,43360,5.45
Instagram,Image,Fashion,6,67,1,1,39197,4.87
YouTube,Live,Fashion,18,207,1,1,33427,7.68
LinkedIn,Post,RealEstate,17,109,0,0,28003,3.37
YouTube,Shorts,RealEstate,8,159,1,0,45145,6.12
LinkedIn,Article,Sports,13,231,1,1,33924,6.24
Facebook,Post,Healthcare,20,224,1,1,35999,5.82
YouTube,Live,Healthcare,18,197,1,0,32233,7.03
LinkedIn,Post,Healthcare,9,53,0,0,16759,3.56
LinkedIn,Article,Tech,10,64,0,1,29725,5.36
Twitter,Thread,Entertainment,10,90,0,0,24830,3.3
Facebook,Video,Sports,6,130,0,1,27068,4.7
YouTube,Video,Healthcare,7,102,0,1,48779,6.82
Twitter,Tweet,FinTech,22,168,0,0,17533,2.7
LinkedIn,Post,Fitness,12,187,0,1,32618,4.84
Twitter,Tweet,Fashion,12,109,1,1,40567,4.8
LinkedIn,Article,Healthcare,23,153,1,0,18132,4.73
Twitter,Tweet,Sports,17,68,1,0,22261,3.02
Instagram,Image,EdTech,11,107,1,0,29956,4.19
LinkedIn,Post,Food,13,183,0,1,35568,4.4
Instagram,Post,Gaming,7,119,0,1,21372,4.39
Instagram,Post,FinTech,20,181,1,1,27279,6.04
Twitter,Tweet,Entertainment,10,114,1,0,17349,3.6
Instagram,Carousel,RealEstate,13,138,1,1,37341,5.97
Instagram,Carousel,RealEstate,16,159,0,1,23007,4.72
Facebook,Post,Food,23,214,0,1,27364,4.16
YouTube,Video,EdTech,21,189,0,1,38843,7.76
YouTube,Live,Healthcare,20,69,1,0,30425,7.56
Facebook,Image,Travel,6,101,0,1,22198,4.57
YouTube,Shorts,EdTech,15,215,1,1,26540,5.92
Twitter,Thread,Tech,18,207,1,1,26172,5.89
LinkedIn,Article,Travel,6,88,1,1,22931,5.01
Twitter,Tweet,Fitness,9,88,1,1,26840,4.57
Instagram,Post,Fashion,10,184,0,1,24330,4.47
Instagram,Carousel,RealEstate,19,223,1,0,22421,5.49
Instagram,Post,Sports,19,61,0,1,40058,5.27
LinkedIn,Post,Fashion,11,164,1,1,30048,4.6
YouTube,Shorts,Entertainment,17,103,0,0,31531,5.86
Instagram,Carousel,RealEstate,9,94,0,0,21673,2.91
Facebook,Video,Travel,11,240,0,1,30021,6.01
YouTube,Live,Travel,18,117,1,1,66860,8.68
Twitter,Thread,FinTech,7,245,0,0,28201,3.3
Twitter,Tweet,Fashion,20,235,1,0,36515,4.17
Twitter,Thread,Food,12,213,1,0,21862,4.33
YouTube,Live,Gaming,12,160,0,0,48127,6.13
YouTube,Live,Beauty,7,151,0,1,37404,6.68
Instagram,Reel,Healthcare,10,178,1,0,35830,5.9
LinkedIn,Article,Food,22,214,1,1,29205,4.91
Facebook,Image,RealEstate,9,108,1,0,17208,3.93
Twitter,Thread,Tech,13,106,1,0,30322,3.88
Instagram,Carousel,Tech,15,169,1,1,30822,4.83
Instagram,Carousel,EdTech,7,110,1,0,35405,4.15
LinkedIn,Post,FinTech,21,182,0,0,31749,4.48
Facebook,Image,Healthcare,21,92,0,0,29117,4.1
YouTube,Shorts,Beauty,9,102,0,1,36306,6.32
Instagram,Carousel,Beauty,12,96,1,1,36123,6.18
Instagram,Image,RealEstate,9,187,0,1,30384,4.96
Instagram,Post,Sports,19,220,1,1,52773,6.28
Twitter,Tweet,Gaming,21,91,0,1,37657,4.11
LinkedIn,Post,Gaming,6,82,0,0,27132,4.0
Instagram,Image,Tech,8,81,0,0,28249,3.49
Twitter,Tweet,Fitness,6,190,1,0,29425,3.17
Twitter,Thread,Food,20,104,0,0,34295,4.29
YouTube,Video,RealEstate,9,156,0,0,35170,5.65
LinkedIn,Post,RealEstate,22,168,0,0,25513,3.15
Facebook,Video,Tech,11,211,0,0,38456,4.38
Instagram,Image,Travel,10,92,0,1,27625,4.13
Instagram,Reel,Entertainment,13,50,0,0,34060,5.28
YouTube,Live,Gaming,16,81,1,0,30674,6.81
LinkedIn,Article,Fitness,7,67,1,0,23696,4.19
YouTube,Shorts,Fashion,14,157,1,0,40966,6.53
Instagram,Image,Food,21,210,1,0,22486,4.82
YouTube,Video,Fashion,7,88,0,1,45926,6.7
YouTube,Video,Travel,13,148,0,1,29853,7.51
Twitter,Thread,Sports,12,171,0,1,40047,5.25
YouTube,Video,Entertainment,17,80,0,1,48732,6.4
Facebook,Post,Fashion,9,244,0,1,27198,4.34
LinkedIn,Post,Beauty,17,93,1,1,44647,5.17
Twitter,Tweet,EdTech,18,223,1,0,36178,4.93
LinkedIn,Post,Travel,6,170,1,1,34535,4.19
LinkedIn,Post,Travel,9,75,0,1,19232,2.98
Twitter,Tweet,FinTech,7,108,1,1,28559,4.42
Facebook,Video,Food,16,169,1,0,35163,4.82
Twitter,Tweet,Fashion,6,70,1,0,16037,2.86
YouTube,Video,RealEstate,12,206,1,1,35834,7.6
Instagram,Reel,Tech,22,137,1,0,21753,5.19
YouTube,Shorts,EdTech,9,163,1,0,26981,6.04
YouTube,Video,Travel,18,217,1,1,54909,7.98
Twitter,Tweet,EdTech,23,196,1,0,32601,3.82
YouTube,Live,Fitness,17,132,1,0,30216,6.06
YouTube,Video,Healthcare,18,139,0,0,43701,6.35
LinkedIn,Article,RealEstate,18,71,0,1,39117,6.17
Instagram,Reel,Entertainment,6,154,0,0,28399,4.29
Twitter,Tweet,Food,15,87,0,1,27644,4.31
YouTube,Live,Healthcare,6,183,1,1,39915,7.4
LinkedIn,Post,Travel,18,120,0,1,30989,5.76
Instagram,Post,Travel,8,219,1,1,26820,4.94
Twitter,Tweet,Tech,14,220,1,0,25226,3.7
LinkedIn,Post,EdTech,16,61,0,1,26463,4.03
YouTube,Shorts,Healthcare,9,51,0,0,36320,5.47
YouTube,Shorts,Sports,11,126,0,1,30898,6.24
LinkedIn,Article,RealEstate,8,70,1,0,18581,3.88
Facebook,Image,Food,11,142,1,1,23982,4.55
Instagram,Reel,Sports,7,74,0,0,31368,4.33
Facebook,Post,Fitness,20,236,0,1,40404,5.67
Twitter,Thread,RealEstate,18,88,0,0,33141,4.48
Facebook,Video,Tech,9,240,1,0,24034,4.38
Facebook,Video,EdTech,18,134,1,0,31427,5.26
Twitter,Tweet,Entertainment,11,57,1,1,30283,3.84
YouTube,Live,Food,14,62,0,1,58380,7.87
LinkedIn,Post,Food,6,81,0,1,31103,3.75
YouTube,Live,Entertainment,19,243,0,0,34035,6.94
Facebook,Video,Entertainment,22,189,0,0,23587,4.07
LinkedIn,Post,Healthcare,15,151,0,1,25915,2.89
Twitter,Thread,EdTech,11,95,1,1,43044,5.52
Instagram,Reel,Beauty,18,237,1,0,46082,6.77
YouTube,Live,RealEstate,22,172,1,1,43183,6.69
YouTube,Live,EdTech,11,82,1,1,48301,6.99
LinkedIn,Post,Tech,20,56,0,0,28380,3.74
YouTube,Live,Fitness,15,140,1,0,53631,6.73
Instagram,Reel,Healthcare,11,213,0,1,43718,5.44
Facebook,Post,EdTech,22,213,0,0,13244,2.99
YouTube,Shorts,Food,15,244,1,0,47411,5.71
LinkedIn,Article,Entertainment,17,135,1,0,27079,4.13
Facebook,Video,Fashion,12,249,1,0,21624,5.65
Facebook,Video,FinTech,17,55,0,1,26936,5.72
LinkedIn,Post,Entertainment,11,247,1,0,23045,3.34
LinkedIn,Post,Entertainment,14,203,0,1,31354,4.75
Twitter,Thread,RealEstate,9,61,0,0,20715,3.33
Facebook,Video,Fitness,16,78,0,1,23796,4.61
Twitter,Tweet,Fitness,10,72,0,0,24280,3.77
Twitter,Tweet,Entertainment,22,132,1,0,23160,3.85
LinkedIn,Post,Sports,9,163,0,0,22228,3.08
Twitter,Tweet,Fashion,19,124,1,0,29186,5.13
LinkedIn,Post,Beauty,22,83,1,0,19822,3.98
Facebook,Post,Tech,21,185,0,1,41858,5.43
Instagram,Carousel,Fitness,23,103,1,1,37941,5.13
YouTube,Video,Tech,12,174,1,1,31115,8.2
Twitter,Thread,RealEstate,13,77,0,0,24256,3.52
LinkedIn,Post,Tech,19,246,1,0,37772,5.37
YouTube,Shorts,Entertainment,17,203,1,1,48591,6.91
Twitter,Thread,EdTech,21,170,0,1,51981,6.11
Instagram,Reel,Tech,11,173,0,1,26327,5.8
Instagram,Post,FinTech,22,205,0,1,40824,4.64
Instagram,Image,Healthcare,13,197,1,1,41123,5.59
Twitter,Tweet,FinTech,9,154,0,1,21074,3.59
LinkedIn,Article,Fitness,7,213,1,1,25244,4.99
Twitter,Thread,RealEstate,21,70,0,0,24772,5.05
Twitter,Tweet,EdTech,15,128,1,0,19514,2.37
Twitter,Tweet,Fitness,16,133,0,0,23662,2.3
Twitter,Thread,Healthcare,14,134,1,1,39179,5.11
YouTube,Live,Tech,9,72,1,0,42605,5.57
Instagram,Carousel,Gaming,15,189,1,1,35685,5.6
LinkedIn,Article,Tech,19,92,1,0,32134,5.8
LinkedIn,Post,Gaming,12,127,0,0,21481,3.84
LinkedIn,Article,Food,15,96,1,0,23884,3.84
Instagram,Reel,Tech,9,250,0,0,20325,5.33
LinkedIn,Article,RealEstate,15,55,1,1,33061,4.46
LinkedIn,Post,Tech,7,148,0,1,31946,4.86
Instagram,Carousel,RealEstate,20,129,1,0,28040,4.93
Twitter,Thread,Sports,15,235,0,1,31572,4.2
LinkedIn,Article,Travel,7,207,1,0,25921,3.93
Instagram,Carousel,Sports,9,105,0,0,25511,3.07
YouTube,Shorts,RealEstate,14,108,1,0,59481,7.37
Instagram,Carousel,EdTech,16,54,0,1,31140,4.82
Instagram,Image,Healthcare,21,92,0,1,43831,6.19
LinkedIn,Post,Fashion,13,210,0,1,22239,4.11
YouTube,Video,Tech,19,129,0,1,48147,7.77
Facebook,Image,Healthcare,15,195,1,1,24178,4.91
Facebook,Post,Travel,7,141,1,1,29611,4.81
Twitter,Thread,FinTech,20,65,1,0,31008,4.54
LinkedIn,Article,FinTech,12,89,0,0,29584,4.63
LinkedIn,Post,Fashion,10,187,1,1,22985,4.55
LinkedIn,Article,Healthcare,17,165,0,1,31898,4.22
Twitter,Tweet,Travel,10,52,0,0,12640,2.06
LinkedIn,Post,Gaming,11,77,0,1,24591,4.24
YouTube,Live,Fashion,6,80,0,0,35975,6.48
Facebook,Post,Fashion,12,249,1,0,24326,3.89
Instagram,Post,EdTech,8,224,0,1,25844,4.57
YouTube,Shorts,EdTech,19,153,1,1,53447,8.64
Facebook,Video,Beauty,19,220,0,1,22850,5.69
Instagram,Image,Fitness,17,81,1,0,25099,3.81
YouTube,Shorts,Tech,6,56,0,1,35198,6.16
Instagram,Reel,FinTech,11,118,0,1,43876,6.19
Instagram,Image,Healthcare,7,155,0,0,27771,4.03
Twitter,Tweet,Sports,18,234,0,0,23494,4.06
YouTube,Shorts,Fitness,6,69,0,0,31217,5.16
Twitter,Thread,Sports,21,101,1,0,37644,4.82
Facebook,Video,Tech,10,123,0,0,15566,3.75
Instagram,Reel,Beauty,10,106,1,1,46675,5.91
Twitter,Thread,Gaming,19,227,1,1,36390,5.96
YouTube,Shorts,Beauty,11,72,1,0,45220,6.23
Facebook,Post,RealEstate,15,141,1,1,34526,4.9
LinkedIn,Post,Gaming,18,96,0,0,22218,4.2
Instagram,Reel,Entertainment,12,157,0,0,34496,5.42
Twitter,Thread,Sports,18,184,0,0,31212,4.47
YouTube,Live,Fashion,9,134,0,0,24535,4.98
Instagram,Carousel,Travel,20,226,1,1,40028,6.26
LinkedIn,Post,FinTech,18,53,1,0,34563,4.47
Twitter,Tweet,Travel,10,229,1,0,23082,2.76
Facebook,Video,Food,21,138,0,0,31944,5.35
Instagram,Carousel,FinTech,18,241,1,0,34630,4.96
Instagram,Post,Fashion,10,204,1,1,42455,5.09
Instagram,Reel,Healthcare,17,100,0,1,25158,6.14
Facebook,Post,Entertainment,23,113,0,1,30070,3.82
Instagram,Image,Sports,6,179,1,1,31441,5.04
YouTube,Video,Fitness,7,195,1,1,38982,6.28
Twitter,Thread,Healthcare,10,213,1,1,37648,5.41
Twitter,Thread,Food,18,158,1,1,34630,5.46
Twitter,Thread,Sports,7,73,1,1,23417,4.59
Twitter,Thread,FinTech,9,163,0,0,16504,3.84
YouTube,Live,Gaming,16,244,1,1,31801,6.91
Twitter,Thread,Sports,7,244,1,0,20606,3.32
Facebook,Post,FinTech,10,204,0,0,27580,3.49
LinkedIn,Post,Food,9,87,0,0,31103,3.28
Facebook,Video,Beauty,19,225,0,1,27533,5.95
YouTube,Video,Beauty,10,197,1,0,24214,5.79
Instagram,Image,Tech,19,53,0,1,32392,5.53
Instagram,Image,Healthcare,17,138,0,1,17809,4.42
Twitter,Thread,Healthcare,11,132,1,0,16644,3.04
LinkedIn,Post,Beauty,17,57,0,0,22399,2.93
Facebook,Image,RealEstate,8,180,1,0,35848,4.41
Twitter,Thread,Food,22,241,1,1,24989,4.44
Twitter,Thread,Healthcare,14,185,0,0,30319,3.67
Instagram,Reel,Sports,12,97,1,1,40903,6.43
YouTube,Live,FinTech,22,110,1,1,52966,7.24
Twitter,Tweet,Sports,6,176,1,1,36534,4.78
Twitter,Thread,Travel,7,234,1,0,19044,4.27
LinkedIn,Article,Travel,10,183,1,0,17064,3.6
LinkedIn,Article,Entertainment,7,140,0,0,28473,3.8
Instagram,Carousel,Tech,14,163,1,0,43162,5.17
Facebook,Post,FinTech,8,238,1,1,19133,4.9
Instagram,Post,EdTech,11,68,0,1,39284,4.69
Instagram,Reel,Food,21,76,1,1,43142,7.31
Instagram,Reel,Beauty,19,67,1,1,50320,7.59
LinkedIn,Post,Healthcare,17,199,1,1,24557,4.99
Twitter,Tweet,Beauty,11,228,1,0,26358,3.43
Instagram,Reel,Gaming,22,117,1,1,38482,5.8
YouTube,Video,Gaming,18,186,0,0,45152,6.52
Facebook,Image,RealEstate,10,126,0,0,25905,3.68
LinkedIn,Article,Food,23,236,1,1,38108,5.23
YouTube,Live,Healthcare,8,75,1,1,54220,7.05
Facebook,Video,Tech,17,128,0,0,29959,3.78
Facebook,Post,FinTech,23,229,0,1,32846,4.68
Instagram,Carousel,Healthcare,21,97,0,0,24736,5.36
LinkedIn,Post,Fitness,15,234,0,1,29400,4.51
Instagram,Carousel,FinTech,13,64,0,1,29720,5.68
YouTube,Shorts,FinTech,9,152,0,0,44740,5.36
Facebook,Image,Sports,8,225,0,0,16091,3.0
Facebook,Image,Fitness,23,72,1,0,28060,3.64
YouTube,Live,Tech,22,218,0,1,34663,6.52
Twitter,Thread,EdTech,23,228,1,1,35105,5.37
Instagram,Post,Sports,19,247,0,0,32861,5.17
YouTube,Live,Fitness,18,171,1,0,45646,7.42
Instagram,Reel,EdTech,11,204,0,0,32970,4.23
Facebook,Post,Healthcare,14,239,1,1,21221,4.62
Twitter,Tweet,Fitness,9,170,1,1,35006,4.4
Twitter,Tweet,Healthcare,19,224,0,1,29733,5.35
LinkedIn,Post,Tech,7,108,0,0,28366,2.97
YouTube,Live,Entertainment,8,160,0,1,26074,7.27
Facebook,Video,Beauty,16,161,0,0,22797,3.57
Twitter,Thread,Gaming,15,91,0,1,23428,3.82
Facebook,Image,Fitness,16,174,0,0,19520,2.93
Twitter,Thread,Food,12,235,0,1,34966,4.62
Twitter,Tweet,Travel,13,121,1,1,36597,5.11
YouTube,Live,FinTech,22,158,0,1,43159,6.33
Twitter,Thread,RealEstate,11,75,0,0,20784,2.68
LinkedIn,Post,Beauty,8,190,1,0,22274,3.86
YouTube,Shorts,Beauty,18,224,1,1,28135,7.5
Twitter,Thread,Healthcare,13,244,0,1,40255,4.47
LinkedIn,Article,Sports,7,115,0,1,25395,3.95
Facebook,Video,Entertainment,16,85,1,0,32595,4.58
Facebook,Video,Beauty,6,101,0,1,21191,5.07
Facebook,Video,RealEstate,8,144,0,0,37735,4.77
Twitter,Thread,Food,14,236,0,1,28920,5.27
Twitter,Tweet,Fashion,16,127,0,0,24374,3.38
Instagram,Image,Gaming,17,118,1,1,29191,5.12
Twitter,Tweet,Beauty,6,132,1,0,18398,2.91
Instagram,Post,Fitness,12,172,1,0,33595,4.65
Facebook,Video,Gaming,12,50,0,1,45480,5.84
Facebook,Post,Entertainment,6,125,0,1,31496,4.48
Facebook,Image,Food,7,62,0,1,25641,4.01
Instagram,Reel,Sports,19,61,0,1,53416,7.2
Facebook,Image,Healthcare,12,82,0,0,21830,3.43
Instagram,Image,Fashion,20,138,1,1,26120,5.78
LinkedIn,Post,Entertainment,23,175,1,1,20110,4.05
Facebook,Post,Gaming,20,219,0,1,28836,5.41
LinkedIn,Article,Fitness,21,89,0,1,40012,5.33
LinkedIn,Post,Travel,13,163,0,0,17770,3.43
Twitter,Thread,Tech,16,228,0,1,24314,4.66
Instagram,Post,RealEstate,17,125,1,0,31511,3.59
Instagram,Reel,Food,7,150,1,0,23580,5.1
Instagram,Reel,Fitness,6,68,0,0,27735,4.83
Twitter,Thread,Entertainment,14,102,0,1,24526,5.0
Facebook,Image,Healthcare,6,148,0,1,28773,4.0
LinkedIn,Article,FinTech,8,108,1,1,30092,5.41
LinkedIn,Post,Gaming,12,52,1,1,45485,5.34
YouTube,Video,Food,10,109,1,1,52443,7.46
YouTube,Video,FinTech,7,165,1,1,33537,6.97
Instagram,Carousel,Gaming,9,185,0,0,19397,3.29
Twitter,Thread,Healthcare,21,134,0,1,42029,5.23
LinkedIn,Article,RealEstate,13,126,0,1,37121,5.32
Twitter,Tweet,Sports,17,135,1,0,15277,3.15
LinkedIn,Post,Healthcare,7,181,1,0,21026,3.27
Facebook,Video,Travel,19,202,1,1,30570,6.52
Instagram,Reel,Food,23,199,0,1,41403,5.53
LinkedIn,Post,Healthcare,23,250,0,0,17855,3.08
Instagram,Post,Entertainment,11,217,1,1,30762,4.43
LinkedIn,Post,Travel,14,196,1,1,37888,5.22
Facebook,Image,Sports,15,63,1,1,35569,4.97
Twitter,Tweet,Fitness,18,183,0,1,25756,4.77
Instagram,Reel,RealEstate,6,213,1,0,47749,6.07
Facebook,Post,Gaming,6,216,0,1,27723,4.21
Facebook,Video,Food,11,204,1,1,32087,4.88
Twitter,Tweet,Travel,7,53,0,1,29767,3.69
LinkedIn,Article,EdTech,8,134,1,1,45244,5.13
Instagram,Carousel,EdTech,10,201,1,1,30837,5.18
Instagram,Image,RealEstate,14,173,0,1,31191,5.0
LinkedIn,Post,Fitness,15,182,1,1,20330,4.1
Twitter,Tweet,Sports,14,142,1,0,21967,3.46
Twitter,Thread,Sports,6,173,1,1,28246,4.54
LinkedIn,Post,Fashion,11,145,1,1,33558,4.28
Instagram,Carousel,Healthcare,23,175,1,1,34494,4.55
Instagram,Carousel,Entertainment,6,204,0,0,18515,3.21
Twitter,Tweet,Fitness,17,66,1,0,24195,3.56
Facebook,Post,Fitness,19,194,1,0,36008,5.56
Instagram,Reel,RealEstate,8,132,1,1,35991,6.6
Facebook,Image,Fashion,7,195,0,0,32463,3.72
Twitter,Tweet,Sports,10,162,0,0,20436,3.19
Facebook,Post,Gaming,15,105,1,0,30939,4.03
LinkedIn,Post,RealEstate,11,106,1,0,23769,3.36
Instagram,Image,Fitness,12,59,0,0,19223,4.16
Twitter,Thread,Beauty,11,203,1,1,22738,4.63
Instagram,Image,FinTech,21,66,1,1,43097,6.11
Twitter,Thread,FinTech,15,93,0,1,29119,4.33
Instagram,Reel,Healthcare,10,201,1,0,48201,5.59
Instagram,Carousel,Entertainment,20,229,1,0,32647,5.37
Facebook,Image,Food,22,137,1,1,33235,4.64
Facebook,Image,FinTech,20,205,1,1,23292,5.92
Instagram,Reel,Food,14,203,0,1,40914,6.57
Instagram,Carousel,Fashion,9,100,0,0,28516,3.77
Instagram,Reel,Beauty,14,168,1,0,32778,5.29
YouTube,Video,Travel,9,116,0,0,42441,5.07
LinkedIn,Article,FinTech,8,186,1,0,19060,4.54
Instagram,Image,RealEstate,23,198,0,1,31701,4.48
Instagram,Post,Sports,7,194,1,0,23033,3.83
Facebook,Image,EdTech,19,154,1,1,41454,5.79
Instagram,Reel,Tech,13,182,1,0,31295,5.79
Facebook,Image,FinTech,8,163,1,1,23162,4.92
YouTube,Shorts,Beauty,19,119,1,0,34157,6.76
YouTube,Shorts,Fashion,22,175,1,0,47753,6.01
Instagram,Image,RealEstate,13,168,1,0,27420,4.7
Facebook,Video,Gaming,17,97,1,1,23693,5.66
Facebook,Image,RealEstate,9,216,1,0,26156,3.79
LinkedIn,Post,Sports,15,58,0,0,28493,3.21
Twitter,Thread,Sports,12,211,0,1,36464,4.67
LinkedIn,Post,Entertainment,10,106,0,1,22120,3.62
Facebook,Video,RealEstate,20,217,0,0,46053,6.18
Facebook,Image,Fashion,18,202,0,1,43022,5.28
Facebook,Video,Beauty,9,202,1,1,38728,5.43
Instagram,Image,Healthcare,17,55,1,0,31163,4.27
Facebook,Image,Fitness,23,171,1,0,29128,4.34
Twitter,Tweet,Fashion,20,197,0,0,21072,3.78
Facebook,Post,Tech,6,219,1,1,29523,4.3
Facebook,Post,Tech,6,145,1,1,25153,4.2
LinkedIn,Post,FinTech,17,201,1,0,28779,4.14
Facebook,Image,Food,14,166,1,0,28706,3.88
YouTube,Shorts,Beauty,18,56,1,1,46243,8.19
Twitter,Tweet,Healthcare,6,191,0,0,24947,2.41
Facebook,Video,Food,14,193,0,1,36769,5.02
LinkedIn,Article,Gaming,23,178,0,1,37205,4.48
Twitter,Tweet,Healthcare,8,149,1,1,23185,3.92
Facebook,Image,Beauty,13,148,1,1,42532,5.02
Facebook,Image,FinTech,11,101,0,0,23131,4.0
Facebook,Post,Entertainment,17,128,0,1,32026,4.37
Twitter,Tweet,RealEstate,20,128,0,0,31692,4.37
LinkedIn,Article,Gaming,8,68,0,1,35695,4.93
Instagram,Carousel,Tech,13,66,1,0,25553,4.56
Facebook,Video,EdTech,10,239,0,1,32645,4.82
LinkedIn,Article,Beauty,19,101,1,0,28282,5.4
Twitter,Tweet,Entertainment,13,110,1,0,23214,3.97
LinkedIn,Article,Travel,17,236,0,1,28939,4.37
Twitter,Tweet,Travel,20,138,0,0,32479,4.05
Instagram,Reel,Fashion,17,230,1,1,45308,6.02
LinkedIn,Article,EdTech,23,100,0,0,24290,3.53
LinkedIn,Article,Food,11,71,0,1,31716,4.47
YouTube,Shorts,FinTech,8,62,1,1,47991,6.49
Twitter,Thread,Food,13,242,1,0,21760,3.46
LinkedIn,Article,RealEstate,21,215,0,0,28153,4.42
YouTube,Live,Tech,12,206,1,0,59796,7.32
Facebook,Post,RealEstate,16,128,0,1,29493,4.08
YouTube,Video,Beauty,9,71,0,0,50368,5.81
Facebook,Video,Beauty,23,124,0,0,17808,3.15
LinkedIn,Post,Travel,21,95,1,0,32285,4.3
Facebook,Post,Fitness,19,199,1,1,32472,5.36
Twitter,Thread,Entertainment,12,213,1,0,26451,4.32
YouTube,Shorts,Travel,17,95,1,1,55475,7.97
YouTube,Live,Travel,10,184,0,1,23879,6.68
Instagram,Reel,Food,18,245,0,0,40301,6.68
Instagram,Image,Sports,11,146,1,1,38793,4.9
LinkedIn,Post,Travel,11,96,1,1,23630,5.05
Twitter,Tweet,Fitness,7,104,1,0,26642,4.13
Instagram,Post,Gaming,8,231,0,1,21666,4.46
Facebook,Image,Entertainment,8,162,0,0,16631,2.98
YouTube,Shorts,Beauty,21,116,1,0,45226,6.67
Facebook,Video,RealEstate,16,74,0,1,18153,4.88
Twitter,Thread,FinTech,12,132,1,0,33910,4.43
Instagram,Post,Sports,21,109,1,0,29818,6.01
Facebook,Post,Entertainment,18,134,1,1,28997,5.38
YouTube,Shorts,Fashion,11,214,1,1,34476,7.02
Instagram,Carousel,Healthcare,20,161,0,0,32824,3.97
Instagram,Image,Food,22,222,1,1,33490,4.83
YouTube,Live,EdTech,14,228,0,0,36287,6.22
LinkedIn,Article,Fashion,15,62,0,0,18807,3.81
Facebook,Post,EdTech,8,120,0,1,27445,4.44
Facebook,Video,Tech,10,192,1,0,17678,4.66
Twitter,Tweet,Gaming,11,168,0,0,20460,3.03
LinkedIn,Article,Beauty,17,176,0,1,29679,4.62
LinkedIn,Article,Beauty,23,112,0,0,21858,3.18
YouTube,Live,Fashion,18,127,0,1,38898,6.96
Facebook,Image,EdTech,6,115,1,0,25401,3.48
LinkedIn,Article,Tech,21,177,0,1,39984,5.75
YouTube,Shorts,Beauty,22,58,1,1,38301,7.5
Twitter,Thread,Fashion,10,166,1,0,31824,3.76
Facebook,Video,Healthcare,21,110,1,0,29568,5.62
LinkedIn,Post,FinTech,19,179,0,1,42383,5.35
Facebook,Image,Fitness,9,141,0,0,18250,3.09
Instagram,Post,Travel,23,133,0,0,23283,3.82
Instagram,Post,Fitness,13,97,1,1,31819,6.39
LinkedIn,Article,Entertainment,22,174,1,1,34216,5.98
YouTube,Live,Beauty,22,206,1,1,39951,7.04
Instagram,Post,Sports,16,116,0,0,18853,3.63
YouTube,Shorts,Tech,10,68,0,1,30604,7.13
Instagram,Post,FinTech,11,122,0,0,15689,3.44
Facebook,Video,FinTech,16,157,1,1,27450,5.77
Twitter,Tweet,FinTech,16,123,1,0,20176,2.85
Facebook,Video,Sports,10,220,0,1,33257,4.88
YouTube,Video,Gaming,10,171,0,1,31322,6.96
LinkedIn,Post,Beauty,8,212,1,0,23421,3.21
LinkedIn,Article,Food,23,116,1,1,40459,5.05
Facebook,Post,Fitness,17,97,1,1,21926,4.07
Instagram,Carousel,Beauty,22,65,0,1,30885,5.3
Twitter,Thread,Healthcare,13,222,0,1,26682,5.41
Facebook,Video,Beauty,20,134,1,1,48201,6.78
LinkedIn,Post,EdTech,13,187,1,0,35312,4.3
YouTube,Video,Gaming,6,126,0,1,29889,6.66
Twitter,Tweet,Sports,20,92,1,1,31885,6.05
LinkedIn,Post,Entertainment,15,97,1,1,31478,4.29
Facebook,Post,Tech,9,79,0,0,26363,3.49
LinkedIn,Article,Healthcare,21,181,1,1,34457,6.73
Instagram,Carousel,Gaming,23,206,0,1,40569,4.99
YouTube,Live,Beauty,13,109,0,1,27506,6.2
Instagram,Carousel,Gaming,11,58,1,0,26262,3.76
Twitter,Tweet,FinTech,22,189,0,1,18730,3.39
Twitter,Thread,Healthcare,15,83,0,0,31728,3.36
Instagram,Image,Travel,21,121,0,1,39377,4.89
Facebook,Image,EdTech,15,158,0,1,29659,3.38
LinkedIn,Article,Fashion,12,56,0,1,30131,6.07
LinkedIn,Post,Healthcare,9,117,0,1,30091,4.25
Facebook,Video,Tech,21,116,0,1,39423,6.25
Twitter,Tweet,Food,23,245,0,0,27914,2.95
YouTube,Live,Beauty,7,206,1,1,28705,7.06
Facebook,Post,Entertainment,8,58,1,0,32652,4.1
Twitter,Tweet,RealEstate,19,191,0,0,20135,3.75
Instagram,Image,Gaming,21,169,1,0,42288,5.27
LinkedIn,Post,Gaming,10,106,0,1,33078,4.09
Twitter,Thread,Healthcare,23,203,1,0,22711,3.38
Instagram,Image,EdTech,17,183,0,0,34247,4.01
Facebook,Post,Entertainment,10,141,1,1,29240,4.52
LinkedIn,Article,Gaming,11,237,1,1,23619,5.51
Facebook,Post,Healthcare,7,210,1,1,39533,4.75
YouTube,Live,Tech,16,158,0,0,31997,6.15
Facebook,Image,Food,19,121,1,1,47882,5.48
